name,eps,gamma,alpha,beta,comm_dones,see_dones,see_intent,comm_range,phi,incomplete_penalty,popsize,num_parent,num_elite,max_iter,operator_threshold,adaptive_var_threshold,operator_step_size,start_weight,mutation_rate,crossover_function,mutation_function,max_quiescence,"score (5, 2)","score (10, 2)","score (20, 2)","score (5, 5)","score (10, 5)","score (20, 5)","totalcost (5, 2)","totalcost (10, 2)","totalcost (20, 2)","totalcost (5, 5)","totalcost (10, 5)","totalcost (20, 5)","minmax (5, 2)","minmax (10, 2)","minmax (20, 2)","minmax (5, 5)","minmax (10, 5)","minmax (20, 5)","elapsed (5, 2)","elapsed (10, 2)","elapsed (20, 2)","elapsed (5, 5)","elapsed (10, 5)","elapsed (20, 5)"
kTest2.1_0030,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.6,0.1,0.04,0.1,0.3,MIXED,MIXED,3,299.40000000000003,385.59999999999997,807.8333333333334,289.09999999999997,372.0333333333333,833.6333333333333,498.0,679.0,1454.3333333333333,509.0,1005.3333333333334,2060.3333333333335,277.3333333333333,353.0,736.0,264.6666666666667,301.6666666666667,697.3333333333334,9.329187790552774,24.836202303568523,55.266738732655845,25.315477291742962,50.56846698125204,106.1363136768341
kTest2.1_0031,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.6,0.1,0.04,0.1,0.3,MIXED,MIXED,5,295.09999999999997,404.6333333333334,789.6999999999999,282.6666666666667,359.0666666666666,742.3666666666667,443.0,707.3333333333334,1393.0,549.6666666666666,719.6666666666666,1945.6666666666667,278.6666666666667,371.0,722.6666666666666,253.0,319.0,608.6666666666666,15.67892583211263,27.160284598668415,55.23492829004923,27.96184754371643,51.250569105148315,101.26727207501729
kTest2.1_0032,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.6,0.1,0.04,0.1,0.3,MIXED,MIXED,8,291.06666666666666,386.8,816.1,294.3333333333333,387.9666666666667,803.0666666666666,489.6666666666667,685.0,1411.0,522.3333333333334,984.6666666666666,1784.6666666666667,269.0,353.6666666666667,750.0,269.0,321.6666666666667,694.0,15.434078534444174,27.226907173792522,56.19930958747864,28.54068422317505,55.52701942125956,95.7452335357666
kTest2.1_0033,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.6,0.1,0.05,0.1,0.3,MIXED,MIXED,3,299.6666666666667,387.8666666666666,808.1666666666666,303.6333333333334,411.73333333333335,775.7666666666665,419.6666666666667,596.6666666666666,1415.6666666666667,582.3333333333334,811.3333333333334,2201.6666666666665,286.3333333333333,364.6666666666667,740.6666666666666,272.6666666666667,367.3333333333333,617.3333333333334,9.700188716252645,24.35190224647522,49.7662201722463,23.273554642995197,44.223641872406006,99.37084213892619
kTest2.1_0034,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.6,0.1,0.05,0.1,0.3,MIXED,MIXED,5,299.5333333333333,361.0333333333333,748.1,296.76666666666665,395.06666666666666,805.1333333333333,418.3333333333333,646.3333333333334,1310.0,459.6666666666667,914.6666666666666,1868.3333333333333,286.3333333333333,329.3333333333333,685.6666666666666,278.6666666666667,337.3333333333333,687.0,13.235867023468018,28.192811171213787,56.72092469533285,28.488142013549805,51.125807762145996,106.0611023902893
kTest2.1_0035,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.6,0.1,0.05,0.1,0.3,MIXED,MIXED,8,291.40000000000003,386.0333333333333,742.1,298.73333333333335,377.3666666666666,870.4333333333333,484.0,671.3333333333334,1292.0,440.3333333333333,968.6666666666666,2224.3333333333335,270.0,354.3333333333333,681.0,283.0,311.6666666666667,720.0,16.689372618993122,27.477926810582478,54.00746440887451,28.71252171198527,50.74647537867228,107.79749933878581
kTest2.1_0036,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.9,0.1,0.02,0.1,0.3,MIXED,MIXED,3,295.09999999999997,378.0333333333333,852.9666666666667,286.3666666666666,392.1000000000001,779.8000000000001,443.0,645.3333333333334,1521.6666666666667,553.6666666666666,978.0,2161.0,278.6666666666667,348.3333333333333,778.6666666666666,256.6666666666667,327.0,626.3333333333334,9.469776233037313,27.70622118314107,45.03195293744405,26.10700289408366,40.377200524012245,101.2147451241811
kTest2.1_0037,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.9,0.1,0.02,0.1,0.3,MIXED,MIXED,5,292.43333333333334,369.7333333333333,825.1666666666666,290.06666666666666,383.3333333333333,857.6666666666666,467.3333333333333,631.3333333333334,1393.6666666666667,497.6666666666667,1010.3333333333334,2114.6666666666665,273.0,340.6666666666667,762.0,267.0,313.6666666666667,718.0,18.280428171157837,26.81007655461629,55.95002555847168,45.698543310165405,51.16260004043579,100.23029796282451
kTest2.1_0038,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.9,0.1,0.02,0.1,0.3,MIXED,MIXED,8,299.93333333333334,388.43333333333334,823.2000000000002,296.5,365.59999999999997,761.5666666666666,413.3333333333333,614.3333333333334,1398.0,454.0,968.0,1762.6666666666667,287.3333333333333,363.3333333333333,759.3333333333334,279.0,298.6666666666667,650.3333333333334,34.660727977752686,69.76424074172974,134.74235351880392,65.07262261708577,125.37536231676738,241.87709522247314
kTest2.1_0039,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.9,0.1,0.03,0.1,0.3,MIXED,MIXED,3,303.23333333333335,380.8666666666666,784.5,289.5,391.56666666666666,783.8333333333334,395.3333333333333,667.6666666666666,1251.0,579.0,804.6666666666666,1832.3333333333333,293.0,349.0,732.6666666666666,257.3333333333333,345.6666666666667,667.3333333333334,24.301498015721638,50.970035473505654,127.84267950057983,63.104313373565674,90.63586513201396,219.78728818893433
kTest2.1_0040,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.9,0.1,0.03,0.1,0.3,MIXED,MIXED,5,299.3333333333333,341.40000000000003,767.7333333333332,288.26666666666665,395.7,804.2666666666668,422.3333333333333,525.0,1350.3333333333333,530.6666666666666,948.0,2087.6666666666665,285.6666666666667,321.0,703.0,261.3333333333333,334.3333333333333,661.6666666666666,30.314791440963745,64.12514996528625,133.8033127784729,66.35559749603271,124.41267029444377,245.24074165026346
kTest2.1_0041,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.9,0.1,0.03,0.1,0.3,MIXED,MIXED,8,296.1333333333334,350.0,877.4666666666666,289.3333333333333,378.90000000000003,685.2333333333332,495.3333333333333,632.0,1541.6666666666667,616.3333333333334,1044.0,1959.3333333333333,274.0,318.6666666666667,803.6666666666666,253.0,305.0,543.6666666666666,14.418618122736612,65.99049019813538,74.1895128885905,26.977681795756023,128.11588112513223,93.84816837310791
kTest2.1_0042,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.9,0.1,0.04,0.1,0.3,MIXED,MIXED,3,291.40000000000003,417.5,886.9666666666667,310.6333333333333,393.90000000000003,810.5999999999999,484.0,737.0,1543.6666666666667,559.3333333333334,978.0,2331.0,270.0,382.0,814.0,283.0,329.0,641.6666666666666,8.282435258229574,14.95547111829122,37.11973977088928,16.569970925649006,45.28334347407023,96.312113682429
kTest2.1_0043,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.9,0.1,0.04,0.1,0.3,MIXED,MIXED,5,304.6666666666667,378.8333333333333,794.1333333333333,288.8,379.7,817.7666666666668,457.6666666666667,548.3333333333334,1350.3333333333333,551.0,905.0,2051.6666666666665,287.6666666666667,360.0,732.3333333333334,259.6666666666667,321.3333333333333,680.6666666666666,13.163339694341024,24.842398564020794,51.88758190472921,26.779738664627075,49.34536385536194,91.9501085281372
kTest2.1_0044,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.9,0.1,0.04,0.1,0.3,MIXED,MIXED,8,295.26666666666665,363.0,725.8000000000001,300.6333333333333,368.96666666666664,898.7333333333332,507.6666666666667,609.0,1276.0,474.3333333333333,1073.6666666666667,2321.3333333333335,271.6666666666667,335.6666666666667,664.6666666666666,281.3333333333333,290.6666666666667,740.6666666666666,14.849151531855265,24.93485101064046,52.01210220654806,27.905855735143025,48.67382788658142,98.09112246831258
kTest2.1_0045,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.9,0.1,0.05,0.1,0.3,MIXED,MIXED,3,308.59999999999997,368.56666666666666,763.8666666666667,303.53333333333336,417.1666666666667,808.0,422.0,658.6666666666666,1335.6666666666667,461.3333333333333,841.6666666666666,2071.0,296.0,336.3333333333333,700.3333333333334,286.0,370.0,667.6666666666666,10.584748109181723,26.30537215868632,43.53173073132833,19.498155911763508,40.64590096473694,93.59034776687622
kTest2.1_0046,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.9,0.1,0.05,0.1,0.3,MIXED,MIXED,5,290.0333333333333,429.8666666666666,819.8000000000001,286.1666666666667,420.1666666666667,770.8666666666667,485.3333333333333,716.6666666666666,1385.0,536.6666666666666,859.6666666666666,1882.6666666666667,268.3333333333333,398.0,757.0,258.3333333333333,371.3333333333333,647.3333333333334,12.496516386667887,27.930750131607056,55.0187152226766,26.513750791549683,46.63905882835388,96.3982225259145
kTest2.1_0047,0,0.999,0.2,1,False,False,False,0,0.9,3000.0,20,10,2,20,0.9,0.1,0.05,0.1,0.3,MIXED,MIXED,8,298.3,395.23333333333335,768.1333333333332,290.90000000000003,390.5333333333333,750.5,439.0,520.3333333333334,1357.3333333333333,572.0,866.3333333333334,2060.0,282.6666666666667,381.3333333333333,702.6666666666666,259.6666666666667,337.6666666666667,605.0,15.195057392120361,25.617776075998943,54.277819077173866,27.357596794764202,44.713995377222695,93.26662302017212
